Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longicatena	Longicatena_caecimuris	SGB4041
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oliverpabstia	Oliverpabstia_intestinalis	SGB4868
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Coprobacillus	Coprobacillus_cateniformis	SGB6771
Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter_pamelaeae	SGB14807
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB3606	GGB3606_SGB4870	SGB4870
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus_jeddahensis	SGB6665_group
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera_SGB5856	SGB5856
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia_magna	SGB6683
Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_animalis	SGB17278
Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_sp_HMSC035G02	SGB17158_group
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Hominilimicola	Hominilimicola_fabiformis	SGB4269
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium_ramulus	SGB4959
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_gasseri	SGB7039
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium_propionicum	SGB4993
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	SGB7249
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria_monocytogenes	SGB7535
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	GGB9101	GGB9101_SGB14033	SGB14033
Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_aeruginosa	SGB12320
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_sartorii	SGB1813
Bacteria	Firmicutes	CFGB2834	OFGB2834	FGB2834	GGB141302	GGB141302_SGB13979	SGB13979
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium	SGB5792
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus_bromii	SGB4290
Bacteria	Firmicutes	CFGB1765	OFGB1765	FGB1765	GGB140897	GGB140897_SGB6321	SGB6321
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	GGB3550	GGB3550_SGB4746	SGB4746
Bacteria	Firmicutes	Bacillota_unclassified	Bacillota_unclassified	Bacillota_unclassified	GGB9512	GGB9512_SGB14909	SGB14909
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira_eligens	SGB5082
Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus	SGB4166
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_sp_An118	SGB4623
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB3446	GGB3446_SGB4597	SGB4597
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB42691	GGB42691_SGB59895	SGB59895
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster_lavalensis	SGB4725
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII_Incertae_Sedis	Eubacteriales_Family_XIII_Incertae_Sedis_unclassified	Clostridiales_bacterium_S5_A14a	SGB3977
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB51454	GGB51454_SGB71784	SGB71784
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Harryflintia	Harryflintia_acetispora	SGB14838
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter_glycyrrhizinilyticus	SGB59855
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	GGB42638	GGB42638_SGB59835	SGB59835
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter_SGB4598	SGB4598
Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Lawsonellaceae	Lawsonella	Lawsonella_SGB3665	SGB3665
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB48077	GGB48077_SGB66073	SGB66073
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_unclassified	Clostridium_methylpentosum	SGB14962
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_xylanisolvens	SGB1867
Bacteria	Firmicutes	CFGB9491	OFGB9491	FGB9491	GGB45604	GGB45604_SGB63316	SGB63316
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_1001271st1_H5	SGB4757
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus_lacrimalis	SGB6705
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_unclassified	Clostridium_leptum	SGB7259
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus_harei	SGB6697
Bacteria	Firmicutes	CFGB41334	OFGB41334	FGB41334	GGB41334	GGB41334_SGB58376	SGB58376
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_rubneri	SGB8056
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB9734	GGB9734_SGB63312	SGB63312
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	SGB7020
Bacteria	Firmicutes	Tissierellia	Tissierellia_unclassified	Tissierellia_unclassified	Ezakiella	Ezakiella_coagulans	SGB6728
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus_rachelemmaiella	SGB109696
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_unclassified	Clostridium_innocuum	SGB4038
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB3534	GGB3534_SGB4722	SGB4722
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_gelidum	SGB96977
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB33858	GGB33858_SGB48035	SGB48035
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera_massiliensis	SGB5855
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_incertae_sedis	Candidatus_Cibionibacter	Candidatus_Cibionibacter_quicibialis	SGB15286
Bacteria	Firmicutes	Clostridia	Eubacteriales	Butyricicoccaceae	GGB9580	GGB9580_SGB53508	SGB53508
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB3538	GGB3538_SGB4728	SGB4728
Bacteria	Firmicutes	CFGB77220	OFGB77220	FGB77220	GGB4773	GGB4773_SGB6607	SGB6607
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_paragasseri	SGB7038
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella_grimontii	SGB10120
Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Fannyhessea	Fannyhessea_vaginae	SGB991
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_carnosum	SGB7129
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochothrix	Brochothrix_thermosphacta	SGB7517
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum_hallii	SGB4532
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_gilvus	SGB7929
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium_SGB15346	SGB15346
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	SGB7115
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_cellulosilyticus	SGB1844
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Longibaculum	Longibaculum_muris	SGB6769
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis	SGB2318
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_unclassified_SGB65957	SGB65957
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_johnsonii	SGB1948
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	Frisingicoccus_SGB4673	SGB4673
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter_fastidiosus	SGB1963
Bacteria	Firmicutes	CFGB1292	OFGB1292	FGB1292	GGB3109	GGB3109_SGB4119	SGB4119
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena_contorta	SGB4613
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII_Incertae_Sedis	Zhenpiania	Zhenpiania_hominis	SGB14854
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB3537	GGB3537_SGB4727	SGB4727
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_gordonii	SGB8053_group
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_nordii	SGB1858
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenella	Christensenella_hongkongensis	SGB14143
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB3446	GGB3446_SGB71695	SGB71695
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter_splanchnicus	SGB1790
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia_sp_An46	SGB4800
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Cuneatibacter	Cuneatibacter_sp_NSJ_177	SGB71449
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Waltera	Waltera_acetigignens	SGB4914
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas_paravirosa	SGB1786
Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_sp_ICM47	SGB17167
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnotalea	Lachnotalea_sp_AF33_28	SGB5200
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB3441	GGB3441_SGB4590	SGB4590
Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella_excrementihominis	SGB9262
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB33657	GGB33657_SGB71782	SGB71782
Bacteria	Firmicutes	CFGB94833	OFGB94833	FGB94833	GGB45620	GGB45620_SGB63333	SGB63333
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Luxibacter	Luxibacter_massiliensis	SGB4592
Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae	SGB9712_group
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB9473	GGB9473_SGB14867	SGB14867
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	GGB31184	GGB31184_SGB44478	SGB44478
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	GGB51504	GGB51504_SGB71876	SGB71876
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB41473	GGB41473_SGB58537	SGB58537
Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae	Gemella	Gemella_morbillorum	SGB7295
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Pygmaiobacter	Pygmaiobacter_massiliensis	SGB14871
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_cristatus	SGB97158_group
Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_unclassified	TM7_phylum_sp_oral_taxon_348	SGB19880
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB79393	GGB79393_SGB105951	SGB105951
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB3602	GGB3602_SGB4865	SGB4865
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes_faecalis	SGB25438
Bacteria	Firmicutes	CFGB1011	OFGB1011	FGB1011	GGB2653	GGB2653_SGB3574	SGB3574
Bacteria	Firmicutes	CFGB3023	OFGB3023	FGB3023	GGB9501	GGB9501_SGB14898	SGB14898
Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinobaculum	Actinobaculum_sp_oral_taxon_183	SGB15892
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_succinatutens	SGB5763
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_haemolyticus	SGB7861
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter_faecis	SGB4563
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_salyersiae	SGB1857
Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_pacaensis	SGB17133
Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_adolescentis	SGB17244
Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_bifidum	SGB17256
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB3585	GGB3585_SGB4803	SGB4803
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB9658	GGB9658_SGB15142	SGB15142
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium_segne	SGB5042
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Anaerofustis	Anaerofustis_stercorihominis	SGB4116
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB9623	GGB9623_SGB15075	SGB15075
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB3576	GGB3576_SGB4784	SGB4784
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	Turicibacter_sanguinis	SGB6846
Bacteria	Firmicutes	Clostridia	Lachnospirales	Anaerotignaceae	GGB3816	GGB3816_SGB5181	SGB5181
Bacteria	Firmicutes	CFGB1260	OFGB1260	FGB1260	GGB3057	GGB3057_SGB4059	SGB4059
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Neobittarella_ex_Bilen_et_al_2018	Neobittarella_massiliensis_ex_Bilen_et_al_2018	SGB7264
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania_massiliensis	SGB4044
Bacteria	Firmicutes	Clostridia	Eubacteriales	Maliibacteriaceae	Maliibacterium	Maliibacterium_massiliense	SGB29301
Bacteria	Firmicutes	CFGB3034	OFGB3034	FGB3034	GGB45614	GGB45614_SGB63327	SGB63327
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB9699	GGB9699_SGB15216	SGB15216
Bacteria	Firmicutes	CFGB36777	OFGB36777	FGB36777	GGB36777	GGB36777_SGB49178	SGB49178
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB140948	GGB140948_SGB47555	SGB47555
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Dellaglioa	Dellaglioa_algida	SGB7252
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridiaceae_unclassified	Clostridiaceae_bacterium_AF18_31LB	SGB4767
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	GGB55957	GGB55957_SGB77276	SGB77276
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Cuneatibacter	Cuneatibacter_caecimuris	SGB29380
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_falkenbergense	SGB7124
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella_quasipneumoniae	SGB10112
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea_hominis	SGB4571
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	SGB7048
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_butyricum	SGB6170
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_paraputrificum	SGB6187
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	GGB4257	GGB4257_SGB5789	SGB5789
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_oralis	SGB8129_group
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_sp_ICM7	SGB4494
Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella_parvula	SGB964
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Abiotrophia_defectiva	SGB8235
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB65129	SGB65129
Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae	Gemella	Gemella_haemolysans	SGB7292_group
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_baratii	SGB6194
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_animalis	SGB6007
Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	GGB4456	GGB4456_SGB146207	SGB146207
Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_johnsonii	SGB15887
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_sp_An181	SGB4620
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB3167	GGB3167_SGB4181	SGB4181
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena_fissicatena	SGB4871
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Jutongia	Jutongia_huaianensis	SGB4655
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB74412	GGB74412_SGB5075	SGB5075
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus_bovis	SGB4272
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_unclassified	Intestinimonas	Intestinimonas_massiliensis_ex_Afouda_et_al_2020	SGB15127
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lacrimispora	Lacrimispora_sp_210928_DFI_3_58	SGB4765
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_unclassified	Intestinimonas	Intestinimonas_butyriciproducens	SGB15126
Bacteria	Firmicutes	CFGB1217	OFGB1217	FGB1217	GGB2982	GGB2982_SGB3964	SGB3964
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridiaceae_unclassified	Clostridiaceae_bacterium	SGB4721
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB3444	GGB3444_SGB4594	SGB4594
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Hominenteromicrobium	Hominenteromicrobium_mulieris	SGB14861
Bacteria	Firmicutes	CFGB77385	OFGB77385	FGB77385	GGB51510	GGB51510_SGB71883	SGB71883
Bacteria	Firmicutes	CFGB1126	OFGB1126	FGB1126	GGB2848	GGB2848_SGB3813	SGB3813
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_fragilis	SGB1855
Bacteria	Firmicutes	CFGB9718	OFGB9718	FGB9718	GGB3569	GGB3569_SGB4776	SGB4776
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB3556	GGB3556_SGB4755	SGB4755
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB140943	GGB140943_SGB105863	SGB105863
Bacteria	Firmicutes	CFGB3004	OFGB3004	FGB3004	GGB58158	GGB58158_SGB79798	SGB79798
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma_fastidiosa	SGB4031
Bacteria	Firmicutes	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_SGB5191	SGB5191
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Negativicoccus	Negativicoccus_succinicivorans	SGB5794
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_unclassified_SGB4923	SGB4923
Bacteria	Firmicutes	CFGB3002	OFGB3002	FGB3002	GGB9464	GGB9464_SGB63363	SGB63363
Bacteria	Firmicutes	CFGB3054	OFGB3054	FGB3054	GGB9715	GGB9715_SGB15266	SGB15266
Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia_meyeri	SGB17151
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_raffinosi	SGB8005
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Anaeroglobus	Anaeroglobus_geminatus	SGB5870
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_mundtii	SGB7963
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum_soehngenii	SGB4537
Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_israelii	SGB15875
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB3602	GGB3602_SGB66069	SGB66069
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB33657	GGB33657_SGB47663	SGB47663
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB85871	GGB85871_SGB117818	SGB117818
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia_hydrogenotrophica	SGB4677
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massilimicrobiota	Massilimicrobiota_timonensis	SGB6767
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea_phocaeensis	SGB4572
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_AT4	SGB4753
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_salivarius	SGB7082
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_sakei	SGB7248
Bacteria	Candidatus_Saccharibacteria	Candidatus_Nanosyncoccalia	Candidatus_Nanogingivales	Candidatus_Nanogingivalaceae	GGB12785	GGB12785_SGB19823	SGB19823
Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia_hongkongensis	SGB17148
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_apis	SGB7028
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_Marseille_P3244	SGB29302
Bacteria	Firmicutes	CFGB79330	OFGB79330	FGB79330	GGB3001	GGB3001_SGB3992	SGB3992
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella_intestinihominis	SGB1965
Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	GGB45432	GGB45432_SGB63101	SGB63101
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Clostridium_hylemonae	SGB4632
Bacteria	Firmicutes	CFGB1765	OFGB1765	FGB1765	GGB4566	GGB4566_SGB6305	SGB6305
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB74505	GGB74505_SGB47518	SGB47518
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GGB3475	GGB3475_SGB4638	SGB4638
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Diplocloster	Diplocloster_agilis	SGB7256
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_ihumii	SGB2328
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster_asparagiformis	SGB4724
Bacteria	Firmicutes	CFGB3054	OFGB3054	FGB3054	GGB33512	GGB33512_SGB15201	SGB15201
Bacteria	Firmicutes	CFGB3054	OFGB3054	FGB3054	GGB33512	GGB33512_SGB15203	SGB15203
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB4750	SGB4750
